date,timeofday,Wind,Wind_Direction,Wind_Speed,Gusts,Variable_Winds,Temperature,Dewpoint,rhum,hourly,sixhourly,dayprecip,solid,liquid
2018-10-01 00:00:31,0.0003587962962962963,1,20,5,0,0,7,1,62,nan,nan,nan,0,0
2018-10-01 00:10:31,0.00730324074074074,0,20,5,0,0,7,1,0,nan,nan,nan,0,0
2018-10-01 00:20:31,0.014247685185185184,0,20,5,0,0,7,1,0,nan,nan,nan,0,0
2018-10-01 00:30:31,0.02119212962962963,1,30,5,0,0,7,1,62,nan,nan,nan,0,0
2018-10-01 00:40:31,0.028136574074074074,1,20,4,0,0,7,1,65,nan,nan,nan,0,0
2018-10-01 00:50:31,0.03508101851851852,1,20,4,0,0,7,1,65,nan,nan,nan,0,0
2018-10-01 01:00:31,0.042025462962962966,1,30,5,0,0,7,1,65,nan,nan,nan,0,0
2018-10-01 01:10:31,0.048969907407407406,1,30,5,0,0,7,1,65,nan,nan,nan,0,0
2018-10-01 01:20:31,0.055914351851851854,1,40,5,0,0,7,1,65,nan,nan,nan,0,0
2018-10-01 01:30:31,0.0628587962962963,1,30,5,0,0,7,1,65,nan,nan,nan,0,0
2018-10-01 01:40:31,0.06980324074074074,1,30,6,0,0,7,1,65,nan,nan,nan,0,0
2018-10-01 01:50:31,0.07674768518518518,1,40,6,0,0,7,1,65,nan,nan,nan,0,0
2018-10-01 11:45:31,0.48994212962962963,0,40,6,0,0,7,1,nan,nan,nan,nan,0,0
2018-10-01 11:55:31,0.49688657407407405,0,40,6,0,0,7,1,nan,nan,nan,nan,0,0
2018-10-01 12:05:31,0.5038310185185185,0,40,6,0,0,7,1,nan,nan,nan,nan,0,0
2018-10-01 12:15:31,0.510775462962963,0,40,6,0,0,7,1,nan,nan,nan,nan,0,0
2018-10-01 12:25:31,0.5177199074074074,0,40,6,0,0,7,1,nan,nan,nan,nan,0,0
2018-10-01 12:35:31,0.5246643518518519,0,40,6,0,0,7,1,nan,nan,nan,nan,0,0
2018-10-01 12:45:31,0.5316087962962963,0,40,6,0,0,9,5,74,nan,nan,nan,0,0
2018-10-01 12:55:31,0.5385532407407407,0,40,6,0,0,9,5,74,nan,nan,nan,0,0
2018-10-01 13:05:31,0.5454976851851852,0,40,6,0,0,10,5,71,nan,nan,nan,0,0
2018-10-01 13:15:31,0.5524421296296296,0,40,6,0,0,10,5,71,nan,nan,nan,0,0
2018-10-01 13:25:31,0.5593865740740741,0,40,6,0,0,10,5,nan,nan,nan,nan,0,0
2018-10-01 13:35:31,0.5663310185185185,0,40,6,0,0,10,5,nan,nan,nan,nan,0,0
2018-10-01 13:45:31,0.573275462962963,0,40,6,0,0,10,5,nan,nan,nan,nan,0,0
2018-10-01 13:55:31,0.5802199074074074,0,40,6,0,0,10,5,nan,nan,nan,nan,0,0
2018-10-01 14:05:31,0.5871643518518519,0,40,6,0,0,10,5,nan,nan,nan,nan,0,0
2018-10-01 14:15:31,0.5941087962962963,0,40,6,0,0,10,5,nan,nan,nan,nan,0,0
2018-10-01 14:25:31,0.6010532407407407,0,40,6,0,0,10,5,nan,nan,nan,nan,0,0
2018-10-01 14:35:31,0.6079976851851852,0,40,6,0,0,10,5,nan,nan,nan,nan,0,0
2018-10-01 14:45:31,0.6149421296296296,0,40,6,0,0,10,5,nan,nan,nan,nan,0,0
2018-10-01 14:55:31,0.6218865740740741,0,40,6,0,0,10,5,nan,nan,nan,nan,0,0
2018-10-01 15:05:31,0.6288310185185185,0,40,6,0,0,10,5,nan,nan,nan,nan,0,0
2018-10-01 15:15:31,0.635775462962963,0,40,6,0,0,10,5,nan,nan,nan,nan,0,0
2018-10-01 15:25:31,0.6427199074074074,0,40,6,0,0,10,5,nan,nan,nan,nan,0,0
2018-10-01 15:35:31,0.6496643518518519,0,40,6,0,0,10,5,nan,nan,nan,nan,0,0
2018-10-01 15:45:31,0.6566087962962963,0,40,6,0,0,10,5,nan,nan,nan,nan,0,0
2018-10-01 15:55:31,0.6635532407407407,0,40,6,0,0,10,5,nan,nan,nan,nan,0,0
2018-10-01 16:05:31,0.6704976851851852,0,40,6,0,0,10,5,nan,nan,nan,nan,0,0
2018-10-01 16:15:31,0.6774421296296296,0,40,6,0,0,10,5,nan,nan,nan,nan,0,0
2018-10-01 16:25:31,0.6843865740740741,0,40,6,0,0,10,5,nan,nan,nan,nan,0,0
2018-10-01 16:35:31,0.6913310185185185,0,40,6,0,0,9,6,76,nan,nan,nan,0,0
2018-10-01 16:45:31,0.698275462962963,0,40,6,0,0,9,6,nan,nan,nan,nan,0,0
2018-10-01 16:55:31,0.7052199074074074,0,40,6,0,0,9,6,nan,nan,nan,nan,0,0
