date,timeofday,Wind,Wind_Direction,Wind_Speed,Gusts,Variable_Winds,Temperature,Dewpoint,rhum,hourly,sixhourly,dayprecip,solid,liquid
2002-09-01 00:00:32,0.00037037037037037035,1,170,10,0,0,22,19,84,nan,nan,nan,0,0
2002-09-01 00:10:31,0.00730324074074074,1,170,9,0,0,22,19,84,nan,nan,nan,0,0
2002-09-01 00:20:31,0.014247685185185184,1,170,9,0,0,22,18,81,nan,nan,nan,0,0
2002-09-01 00:30:31,0.02119212962962963,1,190,9,0,0,22,18,81,nan,nan,nan,0,0
2002-09-01 00:40:31,0.028136574074074074,1,180,11,0,0,22,18,81,nan,nan,nan,0,0
2002-09-01 00:50:31,0.03508101851851852,1,180,11,0,0,22,18,81,nan,nan,nan,0,0
2002-09-01 01:00:31,0.042025462962962966,1,190,12,0,0,22,18,81,nan,nan,nan,0,0
2002-09-01 01:10:31,0.048969907407407406,1,180,12,0,0,22,18,81,nan,nan,nan,0,0
2002-09-01 01:20:31,0.055914351851851854,1,180,12,0,0,21,18,84,nan,nan,nan,0,0
2002-09-01 01:30:31,0.0628587962962963,1,180,10,0,0,21,18,81,nan,nan,nan,0,0
2002-09-01 01:40:31,0.06980324074074074,1,180,11,0,0,21,18,81,nan,nan,nan,0,0
2002-09-01 01:50:31,0.07674768518518518,1,180,12,1,0,21,18,81,nan,nan,nan,0,0
2002-09-01 02:00:31,0.08369212962962963,1,180,11,0,0,21,18,81,nan,nan,nan,0,0
2002-09-01 02:10:31,0.09063657407407408,1,180,10,0,0,21,18,81,nan,nan,nan,0,0
2002-09-01 02:20:31,0.09758101851851853,1,180,10,0,0,21,18,81,nan,nan,nan,0,0
2002-09-01 02:30:31,0.10452546296296296,1,180,10,0,0,21,18,81,nan,nan,nan,0,0
2002-09-01 02:40:31,0.1114699074074074,1,180,10,0,0,21,18,84,nan,nan,nan,0,0
2002-09-01 02:50:31,0.11841435185185185,1,180,10,0,0,21,18,84,nan,nan,nan,0,0
2002-09-01 03:00:31,0.1253587962962963,1,180,10,0,0,21,18,84,nan,nan,nan,0,0
2002-09-01 03:10:31,0.13230324074074074,1,190,9,0,0,21,18,84,nan,nan,nan,0,0
2002-09-01 03:20:31,0.13924768518518518,1,190,8,0,0,21,18,84,nan,nan,nan,0,0
2002-09-01 03:30:31,0.14619212962962963,1,180,7,0,0,20,18,87,nan,nan,nan,0,0
2002-09-01 03:40:31,0.15313657407407408,1,180,9,0,0,20,18,87,nan,nan,nan,0,0
2002-09-01 03:50:31,0.16008101851851853,1,180,7,0,0,20,18,87,nan,nan,nan,0,0
2002-09-01 04:00:31,0.16702546296296297,1,180,7,0,0,20,18,87,nan,nan,nan,0,0
2002-09-01 04:10:31,0.17396990740740742,1,180,8,0,0,21,18,84,nan,nan,nan,0,0
2002-09-01 04:20:31,0.18091435185185184,1,300,16,1,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 04:30:31,0.1878587962962963,1,300,10,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 04:40:31,0.19480324074074074,1,290,5,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 04:50:31,0.20174768518518518,1,310,5,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 05:00:31,0.20869212962962963,1,0,0,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 05:10:31,0.21563657407407408,1,0,0,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 05:20:31,0.22258101851851853,1,130,3,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 05:30:31,0.22952546296296297,1,90,3,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 05:40:31,0.23646990740740742,1,150,5,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 05:50:31,0.24341435185185184,1,130,4,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 06:00:31,0.2503587962962963,1,140,7,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 06:10:31,0.25730324074074074,1,140,6,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 06:20:31,0.2642476851851852,1,130,10,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 06:30:31,0.27119212962962963,1,150,8,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 06:40:31,0.27813657407407405,1,140,8,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 06:50:31,0.2850810185185185,1,150,8,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 07:00:31,0.29202546296296295,1,150,10,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 07:10:31,0.2989699074074074,1,150,12,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 07:20:31,0.30591435185185184,1,150,9,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 07:30:31,0.3128587962962963,1,150,11,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 07:40:31,0.31980324074074074,1,140,10,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 07:50:31,0.3267476851851852,1,150,11,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 08:00:31,0.33369212962962963,1,150,10,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 08:10:31,0.34063657407407405,1,150,13,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 08:20:31,0.3475810185185185,1,160,11,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 08:30:31,0.35452546296296295,1,170,11,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 08:40:31,0.3614699074074074,1,160,12,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 08:50:31,0.36841435185185184,1,180,13,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 09:00:31,0.3753587962962963,1,170,13,1,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 09:10:31,0.38230324074074074,1,180,13,1,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 09:20:31,0.3892476851851852,1,170,12,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 09:30:31,0.39619212962962963,1,180,12,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 09:40:31,0.40313657407407405,1,190,12,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 09:50:31,0.4100810185185185,1,180,9,1,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 10:00:31,0.41702546296296295,1,180,15,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 10:10:31,0.4239699074074074,1,180,11,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 10:20:31,0.43091435185185184,1,180,11,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 10:30:31,0.4378587962962963,1,190,10,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 10:40:31,0.44480324074074074,1,190,12,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 10:50:31,0.4517476851851852,1,180,14,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 11:00:31,0.45869212962962963,1,170,13,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 11:10:31,0.46563657407407405,1,170,12,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 11:20:31,0.4725810185185185,1,160,12,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 11:30:31,0.47952546296296295,1,160,12,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 11:40:31,0.4864699074074074,1,170,10,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 11:50:31,0.49341435185185184,1,170,8,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 12:00:31,0.5003587962962963,1,160,12,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 12:10:31,0.5073032407407407,1,170,12,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 12:20:31,0.5142476851851852,1,170,13,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 12:30:31,0.5211921296296296,1,170,12,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 12:40:31,0.5281365740740741,1,170,13,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 12:50:31,0.5350810185185185,1,190,7,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 13:00:31,0.542025462962963,1,160,9,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 13:10:31,0.5489699074074074,1,150,9,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 13:20:31,0.5559143518518519,1,170,7,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 13:30:31,0.5628587962962963,1,170,9,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 13:40:31,0.5698032407407407,1,180,7,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 13:50:31,0.5767476851851852,1,170,10,0,0,21,18,nan,nan,nan,nan,0,0
2002-09-01 14:00:31,0.5836921296296296,1,150,8,0,0,27,22,71,nan,nan,nan,0,0
2002-09-01 14:10:31,0.5906365740740741,1,150,8,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 14:20:31,0.5975810185185185,1,130,9,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 14:30:31,0.604525462962963,1,120,5,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 14:40:31,0.6114699074074074,1,140,6,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 14:50:31,0.6184143518518519,1,150,10,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 15:00:31,0.6253587962962963,1,150,9,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 15:10:31,0.6323032407407407,1,160,7,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 15:20:31,0.6392476851851852,1,160,6,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 15:30:31,0.6461921296296296,1,160,5,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 15:40:31,0.6531365740740741,1,20,7,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 15:50:31,0.6600810185185185,1,20,14,1,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 16:00:31,0.667025462962963,1,70,8,1,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 16:10:31,0.6739699074074074,1,60,10,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 16:20:31,0.6809143518518519,1,70,7,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 16:30:31,0.6878587962962963,1,80,8,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 16:40:31,0.6948032407407407,1,50,7,0,0,27,22,nan,nan,nan,nan,0,1
2002-09-01 16:50:31,0.7017476851851852,1,150,9,1,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 17:55:31,0.7468865740740741,1,110,8,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 18:05:31,0.7538310185185185,1,110,9,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 18:15:31,0.760775462962963,1,100,3,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 18:25:31,0.7677199074074074,1,90,5,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 18:35:31,0.7746643518518519,1,40,4,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 18:45:31,0.7816087962962963,1,80,6,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 18:55:31,0.7885532407407407,1,20,5,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 19:05:31,0.7954976851851852,1,90,7,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 19:15:31,0.8024421296296296,1,120,10,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 19:25:31,0.8093865740740741,1,120,9,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 19:35:31,0.8163310185185185,1,130,5,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 19:45:31,0.823275462962963,1,100,6,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 19:55:31,0.8302199074074074,1,100,5,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 20:05:31,0.8371643518518519,1,70,5,0,0,27,22,nan,nan,nan,nan,0,0
2002-09-01 20:15:31,0.8441087962962963,1,90,5,0,0,21,21,97,nan,nan,nan,0,0
2002-09-01 20:25:31,0.8510532407407407,1,100,8,0,0,21,20,93,nan,nan,nan,0,0
2002-09-01 20:35:31,0.8579976851851852,1,120,9,0,0,21,20,93,nan,nan,nan,0,0
2002-09-01 20:45:31,0.8649421296296296,1,100,8,0,0,21,20,93,nan,nan,nan,0,0
2002-09-01 20:55:31,0.8718865740740741,1,100,9,0,0,21,20,nan,nan,nan,nan,0,0
2002-09-01 21:05:31,0.8788310185185185,1,110,10,0,0,21,20,nan,nan,nan,nan,0,0
2002-09-01 21:15:31,0.885775462962963,1,110,6,0,0,21,20,nan,nan,nan,nan,0,0
2002-09-01 21:25:31,0.8927199074074074,1,110,7,0,0,21,20,nan,nan,nan,nan,0,0
2002-09-01 21:35:31,0.8996643518518519,1,100,6,0,0,21,20,nan,nan,nan,nan,0,0
2002-09-01 21:45:31,0.9066087962962963,1,110,6,0,0,21,20,nan,nan,nan,nan,0,0
2002-09-01 21:55:31,0.9135532407407407,1,110,7,0,0,21,20,nan,nan,nan,nan,0,0
2002-09-01 22:05:31,0.9204976851851852,1,120,7,0,0,19,19,97,nan,nan,nan,0,0
2002-09-01 22:15:31,0.9274421296296296,1,120,8,0,0,20,19,93,nan,nan,nan,0,0
2002-09-01 22:25:31,0.9343865740740741,1,120,9,0,0,20,19,93,nan,nan,nan,0,0
2002-09-01 22:35:31,0.9413310185185185,1,130,8,0,0,20,19,nan,nan,nan,nan,0,0
2002-09-01 22:45:31,0.948275462962963,1,140,8,0,0,20,19,nan,nan,nan,nan,0,0
2002-09-01 22:55:31,0.9552199074074074,1,140,8,0,0,19,19,97,nan,nan,nan,0,0
2002-09-01 23:05:31,0.9621643518518519,1,130,9,0,0,19,19,97,nan,nan,nan,0,0
2002-09-01 23:15:31,0.9691087962962963,1,130,7,0,0,19,19,97,nan,nan,nan,0,0
2002-09-01 23:25:31,0.9760532407407407,1,140,7,0,0,19,19,97,nan,nan,nan,0,0
2002-09-01 23:35:31,0.9829976851851852,1,140,7,0,0,19,19,97,nan,nan,nan,0,0
2002-09-01 23:45:31,0.9899421296296296,1,130,8,0,0,19,19,97,nan,nan,nan,0,0
2002-09-01 23:55:31,0.9968865740740741,1,140,9,0,0,19,18,93,nan,nan,nan,0,0
2002-09-02 00:05:31,0.0038310185185185183,1,140,9,0,0,19,18,93,nan,nan,nan,0,0
2002-09-02 00:15:31,0.010775462962962962,1,140,10,0,0,19,18,97,nan,nan,nan,0,0
2002-09-02 00:25:31,0.017719907407407406,1,140,9,0,0,19,18,97,nan,nan,nan,0,0
2002-09-02 00:35:31,0.02466435185185185,1,140,9,0,0,19,18,97,nan,nan,nan,0,0
2002-09-02 00:45:31,0.031608796296296295,1,140,10,0,0,19,18,97,nan,nan,nan,0,0
2002-09-02 00:55:31,0.03855324074074074,1,140,11,0,0,19,18,93,nan,nan,nan,0,0
2002-09-02 01:05:31,0.04549768518518518,1,140,8,0,0,18,18,96,nan,nan,nan,0,0
2002-09-02 01:15:31,0.05244212962962963,1,130,10,0,0,18,18,96,nan,nan,nan,0,0
2002-09-02 01:25:31,0.05938657407407407,1,140,9,0,0,18,18,96,nan,nan,nan,0,0
2002-09-02 01:35:31,0.06633101851851853,1,140,7,0,0,18,17,93,nan,nan,nan,0,0
2002-09-02 01:45:31,0.07327546296296296,1,140,7,0,0,18,17,96,nan,nan,nan,0,0
2002-09-02 01:55:31,0.0802199074074074,1,130,6,0,0,18,17,96,nan,nan,nan,0,0
2002-09-02 02:05:31,0.08716435185185185,1,130,5,0,0,18,17,96,nan,nan,nan,0,0
2002-09-02 02:15:31,0.0941087962962963,1,130,5,0,0,18,17,96,nan,nan,nan,0,0
2002-09-02 02:25:31,0.10105324074074074,1,140,7,0,0,18,17,96,nan,nan,nan,0,0
