date,timeofday,Wind,Wind_Direction,Wind_Speed,Gusts,Variable_Winds,Temperature,Dewpoint,rhum,hourly,sixhourly,dayprecip,solid,liquid
2001-11-01 00:00:32,0.00037037037037037035,1,190,10,0,0,13,9,77,nan,nan,nan,0,0
2001-11-01 00:10:31,0.00730324074074074,1,200,12,0,0,13,9,77,nan,nan,nan,0,0
2001-11-01 00:20:31,0.014247685185185184,1,190,9,0,0,13,9,80,nan,nan,nan,0,0
2001-11-01 00:30:31,0.02119212962962963,1,190,9,0,0,13,9,80,nan,nan,nan,0,0
2001-11-01 00:40:31,0.028136574074074074,1,200,7,0,0,13,9,80,nan,nan,nan,0,0
2001-11-01 00:50:31,0.03508101851851852,1,200,8,0,0,12,9,83,nan,nan,nan,0,0
2001-11-01 01:00:31,0.042025462962962966,1,200,7,0,0,12,9,83,nan,nan,nan,0,0
2001-11-01 01:10:31,0.048969907407407406,1,210,8,0,0,12,9,83,nan,nan,nan,0,0
2001-11-01 01:20:31,0.055914351851851854,1,220,8,0,0,12,9,83,nan,nan,nan,0,0
2001-11-01 01:30:31,0.0628587962962963,1,230,9,0,0,12,9,83,nan,nan,nan,0,0
2001-11-01 01:40:31,0.06980324074074074,1,230,8,0,0,12,9,83,nan,nan,nan,0,0
2001-11-01 01:50:31,0.07674768518518518,1,220,9,0,0,12,9,86,nan,nan,nan,0,0
2001-11-01 02:00:31,0.08369212962962963,1,240,8,0,0,12,9,83,nan,nan,nan,0,0
2001-11-01 02:10:31,0.09063657407407408,1,240,8,0,0,12,9,83,nan,nan,nan,0,0
2001-11-01 02:20:31,0.09758101851851853,1,250,8,0,0,11,9,86,nan,nan,nan,0,0
2001-11-01 02:30:31,0.10452546296296296,1,250,10,0,0,11,8,83,nan,nan,nan,0,0
2001-11-01 02:40:31,0.1114699074074074,1,250,9,0,0,11,8,83,nan,nan,nan,0,0
2001-11-01 02:50:31,0.11841435185185185,1,270,6,0,0,11,8,83,nan,nan,nan,0,0
2001-11-01 03:00:31,0.1253587962962963,1,260,7,0,0,10,7,83,nan,nan,nan,0,0
2001-11-01 03:10:31,0.13230324074074074,1,220,5,0,0,9,7,86,nan,nan,nan,0,0
2001-11-01 03:20:31,0.13924768518518518,1,230,6,0,0,9,7,86,nan,nan,nan,0,0
2001-11-01 03:30:31,0.14619212962962963,1,230,4,0,0,9,7,86,nan,nan,nan,0,0
2001-11-01 03:40:31,0.15313657407407408,1,230,4,0,0,9,7,86,nan,nan,nan,0,0
2001-11-01 06:40:31,0.27813657407407405,1,200,6,0,0,8,7,96,nan,nan,nan,0,0
2001-11-01 06:50:31,0.2850810185185185,1,200,8,0,0,8,7,96,nan,nan,nan,0,0
2001-11-01 07:00:31,0.29202546296296295,1,190,8,0,0,8,7,93,nan,nan,nan,0,0
2001-11-01 07:10:31,0.2989699074074074,1,190,8,0,0,8,7,93,nan,nan,nan,0,0
2001-11-01 07:20:31,0.30591435185185184,1,210,7,0,0,8,7,93,nan,nan,nan,0,0
2001-11-01 07:30:31,0.3128587962962963,1,220,5,0,0,8,7,93,nan,nan,nan,0,0
2001-11-01 07:40:31,0.31980324074074074,1,220,5,0,0,8,7,93,nan,nan,nan,0,0
2001-11-01 07:50:31,0.3267476851851852,1,190,5,0,0,7,7,96,nan,nan,nan,0,0
2001-11-01 08:00:31,0.33369212962962963,1,200,5,0,0,9,7,89,nan,nan,nan,0,0
2001-11-01 08:10:31,0.34063657407407405,1,220,6,0,0,9,8,93,nan,nan,nan,0,0
