14926KSTC STC20010401000010104/01/01 00:00:32  5-MIN KSTC 010600Z AUTO 25007KT 10SM CLR M04/M06 A2978 1160 88 -800 250/07 RMK AO2
14926KSTC STC20010401000510104/01/01 00:05:31  5-MIN KSTC 010605Z AUTO 25007KT 10SM CLR M04/M06 A2978 1160 88 -800 250/07 RMK AO2
14926KSTC STC20010401001010104/01/01 00:10:31  5-MIN KSTC 010610Z AUTO 25007KT 10SM CLR M04/M06 A2978 1160 88 -900 250/07 RMK AO2
14926KSTC STC20010401001510104/01/01 00:15:31  5-MIN KSTC 010615Z AUTO 25007KT 10SM CLR M04/M06 A2978 1160 88 -900 250/07 RMK AO2
14926KSTC STC20010401002010104/01/01 00:20:31  5-MIN KSTC 010620Z AUTO 25007KT 10SM CLR M04/M06 A2978 1160 88 -900 250/07 RMK AO2
14926KSTC STC20010401002510104/01/01 00:25:31  5-MIN KSTC 010625Z AUTO 25007KT 10SM CLR M04/M06 A2978 1160 88 -900 250/07 RMK AO2
14926KSTC STC20010401003010104/01/01 00:30:31  5-MIN KSTC 010630Z AUTO 25007KT 10SM CLR M04/M06 A2978 1160 88 -900 240/07 RMK AO2
14926KSTC STC20010401003510104/01/01 00:35:31  5-MIN KSTC 010635Z AUTO 25007KT 10SM CLR M04/M06 A2978 1160 88 -900 250/07 RMK AO2
14926KSTC STC20010401004010104/01/01 00:40:31  5-MIN KSTC 010640Z AUTO 25007KT 10SM CLR M04/M06 A2978 1160 88 -900 250/07 RMK AO2
14926KSTC STC20010401004510104/01/01 00:45:31  5-MIN KSTC 010645Z AUTO 25007KT 10SM CLR M04/M07 A2978 1160 84 -900 250/07 RMK AO2
14926KSTC STC20010401005011804/01/01 00:50:31  5-MIN KSTC 010650Z AUTO 25007KT 10SM CLR M04/M07 A2978 1160 84 -900 250/07 RMK AO2 SLP105 T10441067
14926KSTC STC20010401005510104/01/01 00:55:31  5-MIN KSTC 010655Z AUTO 25007KT 10SM CLR M04/M06 A2978 1160 88 -900 250/07 RMK AO2
14926KSTC STC20010401010010104/01/01 01:00:31  5-MIN KSTC 010700Z AUTO 25008KT 10SM CLR M05/M06 A2978 1160 92 -900 250/08 RMK AO2
14926KSTC STC20010401010510104/01/01 01:05:31  5-MIN KSTC 010705Z AUTO 25007KT 10SM CLR M04/M06 A2978 1160 88 -900 250/07 RMK AO2
14926KSTC STC20010401011010104/01/01 01:10:31  5-MIN KSTC 010710Z AUTO 25006KT 10SM CLR M05/M06 A2978 1160 92 -900 250/06 RMK AO2
14926KSTC STC20010401011510104/01/01 01:15:31  5-MIN KSTC 010715Z AUTO 25005KT 10SM CLR M05/M06 A2978 1160 92 -900 240/05 RMK AO2
14926KSTC STC20010401012010104/01/01 01:20:31  5-MIN KSTC 010720Z AUTO 24005KT 10SM CLR M05/M06 A2978 1160 92 -900 240/05 RMK AO2
14926KSTC STC20010401012510104/01/01 01:25:31  5-MIN KSTC 010725Z AUTO 24005KT 10SM CLR M04/M06 A2978 1160 92 -900 240/05 RMK AO2
14926KSTC STC20010401013010104/01/01 01:30:31  5-MIN KSTC 010730Z AUTO 23005KT 10SM CLR M05/M06 A2977 1160 96 -900 230/05 RMK AO2
14926KSTC STC20010401013510204/01/01 01:35:31  5-MIN KSTC 010735Z AUTO 23005KT 10SM CLR M06/M06 A2977 1160 96 -1000 230/05 RMK AO2
14926KSTC STC20010401014010104/01/01 01:40:31  5-MIN KSTC 010740Z AUTO 23005KT 10SM CLR M05/M06 A2977 1160 92 -900 230/05 RMK AO2
14926KSTC STC20010401014510104/01/01 01:45:31  5-MIN KSTC 010745Z AUTO 23005KT 10SM CLR M05/M06 A2977 1170 92 -900 230/05 RMK AO2
14926KSTC STC20010401015011904/01/01 01:50:31  5-MIN KSTC 010750Z AUTO 23005KT 10SM CLR M06/M06 A2977 1170 96 -1000 230/05 RMK AO2 SLP101 T10561061
14926KSTC STC20010401015510204/01/01 01:55:31  5-MIN KSTC 010755Z AUTO 22004KT 10SM CLR M06/M06 A2977 1170 96 -1000 220/04 RMK AO2
14926KSTC STC20010401020010204/01/01 02:00:31  5-MIN KSTC 010800Z AUTO 22004KT 10SM CLR M06/M07 A2977 1170 92 -1000 220/04 RMK AO2
14926KSTC STC20010401020510204/01/01 02:05:31  5-MIN KSTC 010805Z AUTO 22003KT 10SM CLR M06/M07 A2977 1170 92 -1000 220/03 RMK AO2
14926KSTC STC20010401021010204/01/01 02:10:31  5-MIN KSTC 010810Z AUTO 22003KT 10SM CLR M06/M07 A2976 1170 92 -1000 220/03 RMK AO2
14926KSTC STC20010401021510204/01/01 02:15:31  5-MIN KSTC 010815Z AUTO 22003KT 10SM CLR M06/M06 A2976 1170 96 -1000 220/03 RMK AO2
14926KSTC STC20010401022010204/01/01 02:20:31  5-MIN KSTC 010820Z AUTO 22003KT 10SM CLR M06/M06 A2976 1170 96 -1000 210/03 RMK AO2
14926KSTC STC20010401025510004/01/01 02:55:31  5-MIN KSTC 010855Z AUTO 00000KT 9SM CLR M05/M06 A2975 1180 96 -900 000/00 RMK AO2
14926KSTC STC20010401030010004/01/01 03:00:31  5-MIN KSTC 010900Z AUTO 00000KT 9SM CLR M05/M06 A2975 1180 96 -900 000/00 RMK AO2
14926KSTC STC20010401030510104/01/01 03:05:31  5-MIN KSTC 010905Z AUTO 00000KT 9SM CLR M06/M06 A2975 1180 96 -1000 000/00 RMK AO2
14926KSTC STC20010401031010104/01/01 03:10:31  5-MIN KSTC 010910Z AUTO 21003KT 9SM CLR M06/M06 A2975 1180 96 -1000 200/03 RMK AO2
14926KSTC STC20010401031510104/01/01 03:15:31  5-MIN KSTC 010915Z AUTO 21003KT 8SM CLR M06/M06 A2975 1180 96 -1000 210/03 RMK AO2
14926KSTC STC20010401032010204/01/01 03:20:31  5-MIN KSTC 010920Z AUTO 22003KT 7SM CLR M06/M06 A2975 1180 100 -1000 210/03 RMK AO2
14926KSTC STC20010401032510404/01/01 03:25:31  5-MIN KSTC 010925Z AUTO 22003KT 6SM BR CLR M07/M07 A2975 1180 96 -1100 220/03 RMK AO2
14926KSTC STC20010401033010404/01/01 03:30:31  5-MIN KSTC 010930Z AUTO 21003KT 5SM BR CLR M07/M07 A2975 1180 96 -1100 210/03 RMK AO2
14926KSTC STC20010401033510404/01/01 03:35:31  5-MIN KSTC 010935Z AUTO 21003KT 5SM BR CLR M07/M08 A2975 1180 96 -1200 200/03 RMK AO2
14926KSTC STC20010401034010404/01/01 03:40:31  5-MIN KSTC 010940Z AUTO 21004KT 4SM BR CLR M07/M07 A2975 1180 96 -1100 210/04 RMK AO2
14926KSTC STC20010401034510404/01/01 03:45:31  5-MIN KSTC 010945Z AUTO 21003KT 5SM BR CLR M07/M07 A2975 1180 96 -1100 210/03 RMK AO2
14926KSTC STC20010401035012104/01/01 03:50:31  5-MIN KSTC 010950Z AUTO 00000KT 5SM BR CLR M07/M08 A2975 1180 96 -1200 000/00 RMK AO2 SLP096 T10721078
14926KSTC STC20010401035510404/01/01 03:55:31  5-MIN KSTC 010955Z AUTO 20003KT 5SM BR CLR M07/M07 A2975 1180 96 -1100 200/03 RMK AO2
14926KSTC STC20010401040010404/01/01 04:00:31  5-MIN KSTC 011000Z AUTO 20003KT 5SM BR CLR M06/M07 A2975 1180 96 -1000 190/03 RMK AO2
14926KSTC STC20010401040510404/01/01 04:05:31  5-MIN KSTC 011005Z AUTO 19003KT 6SM BR CLR M06/M07 A2975 1180 96 -1000 190/03 RMK AO2
14926KSTC STC20010401041010404/01/01 04:10:31  5-MIN KSTC 011010Z AUTO 19004KT 6SM BR CLR M06/M07 A2975 1180 96 -1000 190/04 RMK AO2
14926KSTC STC20010401041510404/01/01 04:15:31  5-MIN KSTC 011015Z AUTO 19003KT 6SM BR CLR M06/M07 A2975 1180 96 -1000 190/03 RMK AO2
14926KSTC STC20010401042010104/01/01 04:20:31  5-MIN KSTC 011020Z AUTO 19003KT 7SM CLR M06/M07 A2975 1180 96 -1000 180/03 RMK AO2
14926KSTC STC20010401042510104/01/01 04:25:31  5-MIN KSTC 011025Z AUTO 19003KT 7SM CLR M06/M06 A2975 1180 96 -1000 190/03 RMK AO2
14926KSTC STC20010401043010204/01/01 04:30:31  5-MIN KSTC 011030Z AUTO 18003KT 7SM CLR M06/M06 A2975 1180 100 -1000 180/03 RMK AO2
14926KSTC STC20010401043510104/01/01 04:35:31  5-MIN KSTC 011035Z AUTO 19003KT 7SM CLR M06/M07 A2975 1180 96 -1000 190/03 RMK AO2
14926KSTC STC20010401044010204/01/01 04:40:31  5-MIN KSTC 011040Z AUTO 19003KT 7SM CLR M06/M06 A2975 1180 100 -1000 190/03 RMK AO2
14926KSTC STC20010401044510104/01/01 04:45:31  5-MIN KSTC 011045Z AUTO 20003KT 7SM CLR M06/M07 A2976 1180 96 -1100 200/03 RMK AO2
14926KSTC STC20010401045011804/01/01 04:50:31  5-MIN KSTC 011050Z AUTO 21004KT 7SM CLR M06/M07 A2976 1180 96 -1100 200/04 RMK AO2 SLP099 T10611067
14926KSTC STC20010401045510404/01/01 04:55:31  5-MIN KSTC 011055Z AUTO 21003KT 6SM BR CLR M07/M08 A2976 1170 96 -1200 200/03 RMK AO2
14926KSTC STC20010401050010404/01/01 05:00:31  5-MIN KSTC 011100Z AUTO 00000KT 5SM BR CLR M07/M08 A2976 1180 96 -1200 000/00 RMK AO2
14926KSTC STC20010401050510404/01/01 05:05:31  5-MIN KSTC 011105Z AUTO 00000KT 5SM BR CLR M07/M07 A2976 1180 96 -1100 000/00 RMK AO2
14926KSTC STC20010401051010404/01/01 05:10:31  5-MIN KSTC 011110Z AUTO 00000KT 5SM BR CLR M07/M07 A2976 1180 96 -1100 000/00 RMK AO2
14926KSTC STC20010401051510404/01/01 05:15:31  5-MIN KSTC 011115Z AUTO 19003KT 5SM BR CLR M06/M07 A2976 1170 96 -1100 190/03 RMK AO2
14926KSTC STC20010401052010504/01/01 05:20:31  5-MIN KSTC 011120Z AUTO 20003KT 6SM BR CLR M07/M07 A2976 1170 100 -1100 190/03 RMK AO2
14926KSTC STC20010401052510504/01/01 05:25:31  5-MIN KSTC 011125Z AUTO 21003KT 6SM BR CLR M07/M07 A2977 1170 100 -1100 210/03 RMK AO2
14926KSTC STC20010401053010504/01/01 05:30:31  5-MIN KSTC 011130Z AUTO 22004KT 6SM BR CLR M07/M07 A2977 1170 100 -1200 220/04 RMK AO2
14926KSTC STC20010401053510204/01/01 05:35:31  5-MIN KSTC 011135Z AUTO 23004KT 7SM CLR M08/M08 A2977 1170 100 -1400 220/04 RMK AO2
14926KSTC STC20010401054010104/01/01 05:40:31  5-MIN KSTC 011140Z AUTO 22004KT 8SM CLR M08/M09 A2977 1170 92 -1400 220/04 RMK AO2
14926KSTC STC20010401054510104/01/01 05:45:31  5-MIN KSTC 011145Z AUTO 22004KT 8SM CLR M08/M09 A2977 1170 92 -1400 220/04 RMK AO2
14926KSTC STC20010401055013604/01/01 05:50:31  5-MIN KSTC 011150Z AUTO 23004KT 9SM CLR M08/M09 A2977 1170 96 -1400 230/04 RMK AO2 SLP103 T10831089 11039 21083 58009
14926KSTC STC20010401055510104/01/01 05:55:31  5-MIN KSTC 011155Z AUTO 22003KT 8SM CLR M08/M09 A2977 1170 92 -1300 220/03 RMK AO2
14926KSTC STC20010401060010104/01/01 06:00:31  5-MIN KSTC 011200Z AUTO 22003KT 8SM CLR M07/M08 A2977 1170 92 -1200 220/03 RMK AO2
14926KSTC STC20010401060510104/01/01 06:05:31  5-MIN KSTC 011205Z AUTO 22004KT 8SM CLR M08/M08 A2977 1170 96 -1300 220/04 RMK AO2
14926KSTC STC20010401061010204/01/01 06:10:31  5-MIN KSTC 011210Z AUTO 21004KT 8SM CLR M08/M08 A2977 1170 100 -1400 210/04 RMK AO2
