14926KSTC STC20021105011010111/05/02 01:10:31  5-MIN KSTC 050710Z AUTO 13004KT 10SM CLR M03/M05 A2994 1010 85 -800 120/04 RMK AO2
14926KSTC STC20021105011510111/05/02 01:15:31  5-MIN KSTC 050715Z AUTO 12004KT 10SM CLR M03/M05 A2994 1010 85 -800 120/04 RMK AO2
14926KSTC STC20021105012010111/05/02 01:20:31  5-MIN KSTC 050720Z AUTO 13003KT 10SM CLR M03/M05 A2994 1010 85 -800 120/03 RMK AO2
14926KSTC STC20021105012510111/05/02 01:25:31  5-MIN KSTC 050725Z AUTO 12005KT 10SM CLR M03/M05 A2993 1020 85 -800 120/05 RMK AO2
14926KSTC STC20021105013010111/05/02 01:30:31  5-MIN KSTC 050730Z AUTO 12004KT 10SM CLR M03/M05 A2993 1020 85 -800 120/04 RMK AO2
14926KSTC STC20021105013510111/05/02 01:35:31  5-MIN KSTC 050735Z AUTO 12004KT 10SM CLR M03/M05 A2993 1020 85 -800 110/04 RMK AO2
14926KSTC STC20021105014010111/05/02 01:40:31  5-MIN KSTC 050740Z AUTO 11004KT 10SM CLR M03/M05 A2992 1030 85 -800 110/04 RMK AO2
14926KSTC STC20021105014510111/05/02 01:45:31  5-MIN KSTC 050745Z AUTO 11004KT 10SM CLR M03/M05 A2992 1030 85 -800 110/04 RMK AO2
14926KSTC STC20021105015011811/05/02 01:50:31  5-MIN KSTC 050750Z AUTO 11005KT 10SM CLR M03/M05 A2991 1030 85 -800 100/05 RMK AO2 SLP151 T10281050
14926KSTC STC20021105015510111/05/02 01:55:31  5-MIN KSTC 050755Z AUTO 10005KT 10SM CLR M03/M05 A2991 1040 85 -800 100/05 RMK AO2
14926KSTC STC20021105020010111/05/02 02:00:31  5-MIN KSTC 050800Z AUTO 11004KT 10SM CLR M03/M05 A2991 1040 85 -800 110/04 RMK AO2
14926KSTC STC20021105020510111/05/02 02:05:31  5-MIN KSTC 050805Z AUTO 11004KT 10SM CLR M03/M05 A2990 1040 85 -800 110/04 RMK AO2
