14926KSTC STC20160201000011002/01/16 00:00:31  5-MIN KSTC 010600Z AUTO 30004KT 8SM CLR M04/M05 A2982 1120 92 -800 290/04 RMK AO2 T10391050
14926KSTC STC20160201000511002/01/16 00:05:31  5-MIN KSTC 010605Z AUTO 31003KT 8SM CLR M04/M05 A2982 1120 92 -800 310/03 RMK AO2 T10391050
14926KSTC STC20160201001011002/01/16 00:10:31  5-MIN KSTC 010610Z AUTO 32003KT 8SM CLR M03/M04 A2982 1120 92 -800 320/03 RMK AO2 T10331044
14926KSTC STC20160201001511002/01/16 00:15:31  5-MIN KSTC 010615Z AUTO 31004KT 8SM CLR M03/M04 A2982 1120 92 -800 310/04 RMK AO2 T10331044
14926KSTC STC20160201002011002/01/16 00:20:31  5-MIN KSTC 010620Z AUTO 31005KT 8SM CLR M03/M04 A2982 1120 92 -800 310/05 RMK AO2 T10331044
14926KSTC STC20160201002511002/01/16 00:25:31  5-MIN KSTC 010625Z AUTO 31005KT 8SM CLR M03/M04 A2982 1120 92 -800 310/05 RMK AO2 T10331044
14926KSTC STC20160201003011002/01/16 00:30:31  5-MIN KSTC 010630Z AUTO 31004KT 8SM CLR M04/M05 A2983 1110 92 -800 310/04 RMK AO2 T10391050
14926KSTC STC20160201003511002/01/16 00:35:31  5-MIN KSTC 010635Z AUTO 31005KT 8SM CLR M04/M05 A2983 1110 92 -800 310/05 RMK AO2 T10391050
14926KSTC STC20160201004011002/01/16 00:40:31  5-MIN KSTC 010640Z AUTO 30004KT 7SM CLR M04/M05 A2983 1110 92 -900 300/04 RMK AO2 T10391050
14926KSTC STC20160201004511002/01/16 00:45:31  5-MIN KSTC 010645Z AUTO 29003KT 7SM CLR M04/M05 A2983 1110 92 -900 290/03 RMK AO2 T10391050
14926KSTC STC20160201005011702/01/16 00:50:31  5-MIN KSTC 010650Z AUTO 27003KT 7SM CLR M04/M05 A2983 1110 92 -900 270/03 RMK AO2 SLP123 T10391050
14926KSTC STC20160201005511302/01/16 00:55:31  5-MIN KSTC 010655Z AUTO 25004KT 7SM FEW080 M04/M05 A2984 1100 92 -900 250/04 RMK AO2 T10391050
14926KSTC STC20160201010011302/01/16 01:00:31  5-MIN KSTC 010700Z AUTO 25004KT 7SM SCT080 M04/M05 A2984 1100 92 -900 250/04 RMK AO2 T10391050
14926KSTC STC20160201010511302/01/16 01:05:31  5-MIN KSTC 010705Z AUTO 25004KT 7SM BKN080 M04/M05 A2984 1100 92 -900 250/04 RMK AO2 T10391050
14926KSTC STC20160201011011302/01/16 01:10:31  5-MIN KSTC 010710Z AUTO 25004KT 8SM BKN080 M03/M04 A2984 1100 92 -800 250/04 RMK AO2 T10331044
14926KSTC STC20160201011511302/01/16 01:15:31  5-MIN KSTC 010715Z AUTO 26005KT 7SM BKN080 M03/M04 A2985 1100 92 -800 260/05 RMK AO2 T10331044
14926KSTC STC20160201012011302/01/16 01:20:31  5-MIN KSTC 010720Z AUTO 26005KT 7SM BKN080 M04/M04 A2984 1100 96 -900 260/05 RMK AO2 T10391044
14926KSTC STC20160201012511302/01/16 01:25:31  5-MIN KSTC 010725Z AUTO 27003KT 7SM BKN080 M04/M04 A2984 1100 96 -900 270/03 RMK AO2 T10391044
14926KSTC STC20160201013011302/01/16 01:30:31  5-MIN KSTC 010730Z AUTO 28003KT 8SM BKN080 M03/M04 A2984 1100 92 -800 280/03 RMK AO2 T10331044
14926KSTC STC20160201013511302/01/16 01:35:31  5-MIN KSTC 010735Z AUTO 29004KT 8SM SCT080 M03/M04 A2984 1100 92 -800 290/04 RMK AO2 T10331044
14926KSTC STC20160201014011302/01/16 01:40:31  5-MIN KSTC 010740Z AUTO 29004KT 8SM FEW080 M04/M05 A2984 1100 92 -900 280/04 RMK AO2 T10391050
14926KSTC STC20160201014511302/01/16 01:45:31  5-MIN KSTC 010745Z AUTO 28005KT 8SM FEW080 M04/M05 A2985 1100 92 -900 280/05 RMK AO2 T10391050
14926KSTC STC20160201015012002/01/16 01:50:31  5-MIN KSTC 010750Z AUTO 28006KT 8SM FEW080 M04/M05 A2985 1090 92 -900 280/06 RMK AO2 SLP129 T10391050
14926KSTC STC20160201015511302/01/16 01:55:31  5-MIN KSTC 010755Z AUTO 27007KT 8SM FEW080 M04/M05 A2985 1090 92 -900 270/07 RMK AO2 T10391050
14926KSTC STC20160201020011002/01/16 02:00:31  5-MIN KSTC 010800Z AUTO 29006KT 8SM CLR M04/M05 A2985 1090 92 -900 290/06 RMK AO2 T10391050
14926KSTC STC20160201020511002/01/16 02:05:31  5-MIN KSTC 010805Z AUTO 29005KT 8SM CLR M04/M05 A2986 1090 92 -900 290/05 RMK AO2 T10391050
14926KSTC STC20160201021011002/01/16 02:10:31  5-MIN KSTC 010810Z AUTO 30005KT 7SM CLR M04/M05 A2986 1090 92 -900 300/05 RMK AO2 T10391050
14926KSTC STC20160201021511302/01/16 02:15:31  5-MIN KSTC 010815Z AUTO 31005KT 7SM FEW007 M04/M05 A2986 1090 92 -900 310/05 RMK AO2 T10391050
14926KSTC STC20160201022011302/01/16 02:20:31  5-MIN KSTC 010820Z AUTO 31008KT 7SM SCT007 M04/M05 A2986 1080 92 -900 300/08 RMK AO2 T10391050
14926KSTC STC20160201022511302/01/16 02:25:31  5-MIN KSTC 010825Z AUTO 31008KT 7SM BKN007 M03/M04 A2986 1080 92 -800 310/08 RMK AO2 T10331044
14926KSTC STC20160201023011602/01/16 02:30:31  5-MIN KSTC 010830Z AUTO 32006KT 6SM BR BKN005 M03/M04 A2986 1080 92 -800 320/06 RMK AO2 T10331044
14926KSTC STC20160201023511602/01/16 02:35:31  5-MIN KSTC 010835Z AUTO 33006KT 6SM BR BKN005 M03/M04 A2986 1080 96 -800 330/06 RMK AO2 T10331039
14926KSTC STC20160201024011602/01/16 02:40:31  5-MIN KSTC 010840Z AUTO 34008KT 6SM BR OVC005 M03/M04 A2986 1080 96 -800 340/08 RMK AO2 T10331039
14926KSTC STC20160201024511602/01/16 02:45:31  5-MIN KSTC 010845Z AUTO 33008KT 5SM BR OVC005 M03/M04 A2986 1080 96 -800 330/08 RMK AO2 T10331039
14926KSTC STC20160201025012902/01/16 02:50:31  5-MIN KSTC 010850Z AUTO 32007KT 5SM BR OVC005 M03/M04 A2986 1080 96 -800 320/07 RMK AO2 SLP132 T10331039 53018
14926KSTC STC20160201025511602/01/16 02:55:31  5-MIN KSTC 010855Z AUTO 32008KT 5SM BR OVC005 M03/M04 A2987 1080 96 -800 320/08 RMK AO2 T10331039
14926KSTC STC20160201030011602/01/16 03:00:31  5-MIN KSTC 010900Z AUTO 32006KT 5SM BR OVC004 M03/M04 A2987 1080 96 -800 320/06 RMK AO2 T10331039
14926KSTC STC20160201030511602/01/16 03:05:31  5-MIN KSTC 010905Z AUTO 33007KT 4SM BR OVC004 M03/M04 A2987 1070 96 -800 330/07 RMK AO2 T10331039
14926KSTC STC20160201031011602/01/16 03:10:31  5-MIN KSTC 010910Z AUTO 34006KT 4SM BR OVC004 M03/M04 A2987 1070 96 -800 340/06 RMK AO2 T10331039
14926KSTC STC20160201031511602/01/16 03:15:31  5-MIN KSTC 010915Z AUTO 35006KT 3SM BR OVC004 M03/M04 A2988 1070 96 -800 350/06 RMK AO2 T10331039
14926KSTC STC20160201032011602/01/16 03:20:31  5-MIN KSTC 010920Z AUTO 34006KT 3SM BR OVC004 M03/M04 A2988 1070 96 -800 340/06 RMK AO2 T10331039
14926KSTC STC20160201032512102/01/16 03:25:31  5-MIN KSTC 010925Z AUTO 34007KT 2 1/2SM BR OVC004 M04/M04 A2988 1070 100 -900 340/07 RMK AO2 T10391039
14926KSTC STC20160201033012002/01/16 03:30:31  5-MIN KSTC 010930Z AUTO 34008KT 2 1/2SM BR OVC003 M04/M04 A2988 1070 96 -900 340/08 RMK AO2 T10391044
14926KSTC STC20160201033512002/01/16 03:35:31  5-MIN KSTC 010935Z AUTO 33004KT 2 1/2SM BR OVC003 M04/M04 A2988 1060 96 -900 330/04 RMK AO2 T10391044
